review,rating
"I purchased Boat 400 in early June, it hardly lasted 2 months and stopped functioning now, thus this product is a big no from my side.Please consider to buy a better quality bluetooth headphone.READ MORE",1
Nice quality worth for moneyREAD MORE,5
Nice HeadPhone The Sound Quality Is Best And Working Properly & Battery Backup is Also Good It Can Work Up to 3 DaysThankyou Flipcart To giving this nice product.READ MORE,5
Awesome close ur eyes and buyREAD MORE,5
excellentREAD MORE,5
"Only used for music, not used for calling purpose because its sound clarity is too badREAD MORE",3
Best quality what I've seen...READ MORE,5
Nice product and fast delivery.READ MORE,5
Is is nice but after having it my ears start paining due to it's tightnessREAD MORE,4
SuperbREAD MORE,4
"Really it's good bass, I think I spent my money in right product @ right time for fully enjoying and entertainment - entertainment and entertainment.READ MORE",5
"Amazing product. Very nice soud & bass effects. But ears start paining a bit after continuous use for around 1 hr. Otherwise its amazing. Battery backup is not as they claim but good enough to watch the full film of 3 hrs at a stretch. Product quality is also good. This model is the boat rockers signature product, not saying in the sense of premium or so but because of their quality & sound effect.READ MORE",5
Good productREAD MORE,5
My Fav 😍READ MORE,5
SuperbREAD MORE,5
I'M SPEECHLESS FOR THIS. IT'S JUST AMAZING GUY'S .😘READ MORE,5
Very good product amazing sound qualityREAD MORE,5
Awesome productREAD MORE,5
working well..bass is good..as per requirementREAD MORE,3
ParfectREAD MORE,5
"Headphone is awesome, but delivery is lateREAD MORE",5
"Super headphone,But i purchased at 1499 but in sales it price down at that time it becomes best headphone everREAD MORE",4
amazing sound!READ MORE,5
Super amazing.READ MORE,5
Battery backup issueREAD MORE,4
Sound quality not upto the mark as per price. very painfull to put the headphones on ears for 5 mins also.. bluetooth quality also very poor.. lots of noise and disturbances.READ MORE,1
niceREAD MORE,4
Product good luckREAD MORE,5
This product is fire 🔥... The only thing which i hate is it plays a very unpleasant beep sound while starting the music(i dont know about others but I am facing this problem) this is happening only in bluetooth mode... Otherwise everything is top notchREAD MORE,4
If i keep full sound i can hear outside also fr this cost it is goodREAD MORE,4
Beautiful... Long lasting ProductREAD MORE,4
GoodREAD MORE,3
Super productREAD MORE,5
goodREAD MORE,5
There is some unwanted sounds like buzzer/beep whenever song changes or you skip something.READ MORE,4
Good sound and bass. Battery drains fastREAD MORE,5
Sound quality and disign good product but its not comfortable with ear because ear getting more pain with in 15 min and it's very tightREAD MORE,3
niceREAD MORE,4
BestREAD MORE,5
The headset looks and sounds great BUT the LED lights just takes away the appeal.READ MORE,4
Go for it ..Sound quality and bass is awsm🔥READ MORE,4
Awesome headset in budget price.. sweats little bit I use for morethen  one hour and tighten fit make my ear painREAD MORE,5
Ossom fantastic brilliant amazing bass tho 💯💯READ MORE,5
Suddenly off and not proper music is hearREAD MORE,1
thank u so much flipkart... for the awsm headset.. sound quality is to much high and soft.. nd this headset colour matching with my Bike 💙🎧READ MORE,5
Wow that's the beautiful 😍 and good product ❣️READ MORE,5
breaks very fastREAD MORE,1
Just osmREAD MORE,5
It's a good product but price is slightly moreREAD MORE,5
GoodREAD MORE,4
Too good sound qualityREAD MORE,5
Value for moneyREAD MORE,4
It's a good product but price is slightly moreREAD MORE,5
GoodREAD MORE,4
Too good sound qualityREAD MORE,5
Value for moneyREAD MORE,4
"Good sound quality and battery life,  i don't felt it comfortable on my ears...READ MORE",4
Nice product great qualityREAD MORE,5
"the product is Awesome ,bass is also good sound and vocals are also ok but the Bluetooth connectivity is only good when you are just sitting  ,if you are walking  and using this headphones the music will be continuously distubedREAD MORE",3
It's very bad left one is not workingREAD MORE,1
This headphones are great to tune into music it's amazing !!But while watching movies/series you won't enjoy the sound as it's decent while watching them.READ MORE,4
Very good quality headphone must purchase .I was absolutely shocked by its bluetooth and bass quality.But it's very tight because of which I am rating 4*.Adjustment is also very good.READ MORE,4
Awesome 👍👌😊READ MORE,5
Very good product thanks flifkartREAD MORE,5
Frequency of Bluetooth wireless is poor just 5 meter not 10meter distanceREAD MORE,3
Amazing product sound quality so excilentREAD MORE,5
It was so goodREAD MORE,5
Very nice sound quality..and design is gd...READ MORE,4
Sound is the best but no comfort ....READ MORE,4
Nice productREAD MORE,5
It is okay.. not very good .. the green color ear design shouldbbe leathered one not clothing one.. its not very comfortableREAD MORE,3
GoodREAD MORE,5
Sound is the best but no comfort ....READ MORE,4
Nice productREAD MORE,5
It is okay.. not very good .. the green color ear design shouldbbe leathered one not clothing one.. its not very comfortableREAD MORE,3
GoodREAD MORE,5
I brought this as a surprise gift for my sister .. She just loved it.. Amazing quality... Worth every pennyREAD MORE,5
Sound quality & bass is good.. build quality also okk..bt after some time its getting start to pain.. because its too fit on ur ear.. battery backup is avg..grt delivery by Flipkart thanksREAD MORE,3
Not badREAD MORE,4
It's good working 😊READ MORE,5
It was a wonderful experience with this headset. I can recommend you to buy it.READ MORE,5
"Never buy this product.MIGRAINE problem,PAIN in EAR, uncomfortable, inconvenient.beside Sound quality,bass are OK.build quality is EXCELLENT.READ MORE",1
Good bass and nice sound qualityREAD MORE,5
Size is too small.suitable for kids not for adults. Size can't be increasedREAD MORE,3
Nice productsREAD MORE,4
I loved it its really n go for it🤘READ MORE,5
"one of the best headset I have ever before bought, the quality is good but the mic is not audible some time while in the group callsREAD MORE",5
It got a bit tight for my son. May hurt ears with extended use at a time. Could get more flexible with use. Maybe because it is new.Loved the sound quality !READ MORE,4
Best for GamersREAD MORE,5
Bst productREAD MORE,5
sound quality is very good Long lasting battery Nice productREAD MORE,5
SuperREAD MORE,5
Best for GamersREAD MORE,5
Bst productREAD MORE,5
sound quality is very good Long lasting battery Nice productREAD MORE,5
SuperREAD MORE,5
"Mic is pathetic, actually doesn't work at all......Rest all is superb.....Good for listening music and watching movies, don't buy it for internet chats as mic is very very very badREAD MORE",3
"Worth buying this Headphone Some things to be noted, When connected using Bluetooth:Sound quality is not good.When connected using wire:Sound and Bass is Awsome!!!!!READ MORE",4
Good oneREAD MORE,5
Sound and Built quality is good. But not very comfortable. Cannot use for longer duration.READ MORE,3
It's much good or easy to carry anywhere.... So recommend... This product is good...READ MORE,5
It's super product it's bass is very supportiveREAD MORE,5
Great product within this budget. I would recommend to buy.READ MORE,5
Nice productREAD MORE,5
Super excellent  boat 😚🤗😍😘READ MORE,5
very gfood productREAD MORE,5
Nyc product.... Satisfied.... ???READ MORE,5
Good productREAD MORE,5
Excellent bluetooth headset 👌READ MORE,4
This product sound is clear and excellent bass great looks n very light weightREAD MORE,5
Very good product sound quality is very good and battery backup is also very nice and it is foldableREAD MORE,5
Bluetooth calling not goodREAD MORE,3
RuinedREAD MORE,1
Ok productREAD MORE,3
Osm headphoneREAD MORE,5
Super but somethingREAD MORE,5
Sond is Quality is good i mean all about good but voice call is not good work......READ MORE,4
GoodREAD MORE,4
This headphone is very good.. But not use pubg.. Because pubg coming sounds be delayREAD MORE,5
It is too good for a detail music lover. I recommend for all detail music lovers. But I didn't recommend those guys who are playing game and competitive gamers because it have latencyREAD MORE,5
Suberb very nice product👍READ MORE,5
It's awesome sound quality 👌. I love itREAD MORE,5
Nice product..good build quality..sound quality is awesome...easy to use and carry very comfortably...but from boAt side focus need to improve the design.READ MORE,4
Sound Quality is too good ....but this is not for gaming . When I play free fire then foot sound or other game sound is 1 second delayed & not clearREAD MORE,4
It's very good  product I liked  itREAD MORE,5
Quality product in reasonable priceREAD MORE,5
Low qualtiy product DO not buyREAD MORE,1
Better than othersREAD MORE,4
"It's Bluetooth stopped working within two weeks. overall performance was good, sound quality great with longer battery backup.READ MORE",3
Good not so bad bt sometime it annoys me...sound fluctuatesREAD MORE,2
Awesome product.READ MORE,5
Must by product.. I love it..READ MORE,5
"It's Bluetooth stopped working within two weeks. overall performance was good, sound quality great with longer battery backup.READ MORE",3
Good not so bad bt sometime it annoys me...sound fluctuatesREAD MORE,2
Awesome product.READ MORE,5
Must by product.. I love it..READ MORE,5
Very awesome productDelivery was fast and delivery man was politeREAD MORE,4
GoodREAD MORE,4
It's really good. It has decent sound and over all it is good yaa but not that much comfortableREAD MORE,4
TopREAD MORE,5
NiceREAD MORE,5
Good product by boatREAD MORE,5
Not comfortableREAD MORE,3
After 1 year.... Battery backup reduced from 8 hours to 6 hours.READ MORE,5
Awesome headphones lovve this❤❤READ MORE,5
Nice product 👍👍👍👍READ MORE,5
Whit in 1 months one side stoped workingREAD MORE,3
Excellent productREAD MORE,5
Product quality is good even while using pubg but one thing disappoint me that is is cable which is low quality so do something for cable thats why i have to purchase 2nd cable  after using in 15 days. It is good in that price.Do buy this satisfaction level 90%READ MORE,4
"Extremely bad. Do not buy. These will work well for 2-3 months and after that, you'd experience serious bluetooth problems with these. I don't recommend you to buy these.READ MORE",1
It is good for this costREAD MORE,3
Worthful product to buyREAD MORE,5
It is very nice productREAD MORE,5
InterestingREAD MORE,5
"Some beeping type of sound is heard but the quality improves is good if you change the volume level a bit. Overall the headphone is good with its quality and bass.The battery got dead before 1year so i request for replacement but due to lock down its been late. Means the after sale services are good enough i.e.,warranty related but due to lock down i am facing problems.READ MORE",4
